artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
Soundgarden,[1098],0.33,0.529,0.148,140.156,-10.043,1,9,0.000807,0.214,0.126,0.0358,0,345667,56,1996,5/21/1996,**** Up The Outside World
Soundgarden,[1098],0.389,0.925,0.317,150.893,-7.97,1,0,1.79E-05,0.244,0.222,0.0643,0,251867,53,1996,5/21/1996,Pretty Noose
Soundgarden,[1098],0.341,0.965,0.273,134.328,-5.976,1,9,6.66E-06,0.723,0.317,0.107,0,351360,48,1991,10/8/1991,Jesus Christ Pose
Soundgarden,[1098],0.476,0.731,0.215,130.981,-6.053,1,0,3.86E-05,0.00213,0.305,0.0336,0,416200,46,1991,10/8/1991,****** & **********
Soundgarden,[1098],0.509,0.95,0.705,126.591,-4.535,0,9,0.000132,0.00302,0.0937,0.061,0,312613,51,1994,3/9/1994,My Wave
Soundgarden,[1098],0.338,0.781,0.205,135.69,-10.768,1,2,0.00687,0.0443,0.0913,0.0503,0,297040,38,1989,1/1/1989,Loud Love
Soundgarden,[1098],0.236,0.931,0.228,181.009,-10.009,1,7,0.0076,0.455,0.104,0.0686,0,360360,36,1989,1/1/1989,***** All Over
Soundgarden,[1098],0.472,0.752,0.305,133.248,-6.051,1,0,0.000164,0.181,0.0903,0.0555,0,320107,45,1994,3/9/1994,The Day I Tried To Live
Soundgarden,[1098],0.497,0.966,0.541,112.042,-4.843,1,10,1.55E-05,0.246,0.231,0.0516,0,246253,42,1991,10/8/1991,Room A Thousand Years Wide
Soundgarden,[1098],0.35,0.828,0.147,105.435,-5.373,1,6,0.000217,0.000161,0.0774,0.041,0,318587,45,1994,3/9/1994,Black Hole Sun
Soundgarden,[1098],0.291,0.949,0.296,133.93,-3.619,1,0,5.85E-05,0.233,0.856,0.0574,0,306920,46,1994,3/9/1994,Superunknown
Soundgarden,[1098],0.355,0.754,0.201,142.203,-5.692,0,5,0.118,0.000936,0.175,0.0378,0,308867,45,1994,3/9/1994,4th Of July
Soundgarden,[1098],0.443,0.682,0.429,96.211,-5.99,1,5,0.000425,7.47E-05,0.0833,0.0313,0,266360,46,1994,3/9/1994,Mailman
Soundgarden,[1098],0.574,0.739,0.514,101.069,-5.745,0,4,0.00152,0.000328,0.141,0.0271,0,283027,43,1994,3/9/1994,Fell On Black Days
Soundgarden,[1098],0.329,0.9,0.21,97.099,-11.526,1,9,0.00286,0.298,0.125,0.0689,0,282107,33,1989,1/1/1989,Gun
Soundgarden,[1098],0.371,0.93,0.433,165.367,-8.176,1,1,0.000334,0.782,0.147,0.108,0,162467,36,1990,5/11/1990,Hunted Down - Remastered
Soundgarden,[1098],0.307,0.777,0.0612,125.602,-7.796,1,9,1.77E-05,0.514,0.25,0.0577,0,391653,40,1991,10/8/1991,Searching With My Good Eye Closed
Soundgarden,[1098],0.394,0.581,0.477,130.746,-11.818,0,4,0.0102,0.048,0.0532,0.0398,0,326507,32,1989,1/1/1989,**** Truth
Soundgarden,[1098],0.148,0.947,0.566,187.413,-4.839,1,0,4.53E-05,0.00187,0.0872,0.0958,0,232547,44,1994,3/9/1994,Let Me Drown
Tangerine Dream,[2411],0.109,0.0157,0.0381,91.75,-28.469,0,2,0.996,0.993,0.0778,0.0397,0,141476,31,1974,2/20/1974,Sequent 'C' - Remastered ****
Tangerine Dream,[2411],0.102,0.535,0.0739,84.084,-16.7,1,7,0.845,0.933,0.22,0.0976,0,584129,30,1974,2/20/1974,Mysterious Semblance At The Strand Of ********** - Remastered ****
Tangerine Dream,[2411],0.251,0.348,0.0361,130.186,-20.339,0,10,0.843,0.917,0.196,0.0534,0,1037451,30,1975,3/21/1975,Rubycon - Pt. * / Remastered ****
Tangerine Dream,[2411],0.456,0.335,0.251,177.1,-14.083,0,4,0.918,0.872,0.217,0.0344,0,635745,31,1976,10/1/1976,Stratosfear
Tangerine Dream,[2411],0.148,0.581,0.0932,80.513,-10.536,0,9,0.603,0.583,0.342,0.0479,0,1100211,29,1979,2/1/1979,Force Majeure
Tangerine Dream,[2411],0.314,0.352,0.083,137.949,-12.653,1,2,0.827,0.326,0.093,0.0317,0,1192173,27,1980,5/1/1980,Tangram (Set ** - **** Remaster
Tangerine Dream,[2411],0.275,0.381,0.0648,148.955,-18.374,0,2,0.87,0.932,0.0865,0.042,0,1059351,38,1974,2/20/1974,Phaedra - Remastered ****
Tangerine Dream,[2411],0.387,0.564,0.0489,138.024,-11.253,0,4,0.111,0.841,0.0791,0.0376,0,448596,42,1979,2/1/1979,Cloudburst Flight
Tangerine Dream,[2411],0.285,0.422,0.515,122.497,-19.403,0,0,0.94,0.861,0.295,0.215,0,477323,33,1974,2/20/1974,Movements Of A Visionary - Remastered ****
Toto,[6320],0.583,0.45,0.963,74.839,-12.338,1,11,0.972,7.01E-06,0.344,0.112,0,116793,0,1949,1/1/1949,"Miss, mia cara miss"
Toto,[6320],0.729,0.655,0.808,126.643,-13.744,1,9,0.0163,8.28E-05,0.107,0.0316,0,236107,37,1982,4/8/1982,We Made It
Toto,[6320],0.577,0.807,0.496,130.305,-13.011,0,11,0.00598,0.00199,0.208,0.0371,0,265400,38,1982,4/8/1982,Lovers in the *****
Toto,[6320],0.513,0.409,0.496,108.161,-15.882,0,4,0.579,6.17E-06,0.118,0.0344,0,327293,42,1986,Aug-86,Till the End
Toto,[6320],0.617,0.816,0.81,105.999,-6.082,1,9,0.00999,0.00277,0.66,0.0337,0,234640,36,1978,10/10/1978,Manuela Run
Toto,[6320],0.374,0.441,0.274,90.577,-12.839,1,11,0.222,7.82E-05,0.237,0.0598,0,451707,36,1979,10/1/1979,Hydra
Toto,[6320],0.736,0.468,0.912,138.221,-15.173,1,2,0.0948,3.28E-06,0.0949,0.0502,0,272507,40,1986,Aug-86,Without Your Love
Toto,[6320],0.672,0.451,0.649,100.59,-15.245,1,11,0.261,0,0.108,0.0331,0,314440,40,1986,Aug-86,Could This Be Love
Toto,[6320],0.719,0.313,0.505,121.914,-19.185,0,5,0.0866,0.00249,0.0903,0.0365,0,335067,45,1988,3/1/1988,Mushanga
Toto,[6320],0.668,0.814,0.363,125.55,-6.074,0,0,0.000259,0.044,0.119,0.0315,0,198813,34,1978,10/10/1978,Rockmaker
Toto,[6320],0.63,0.548,0.583,133.937,-10.253,0,2,0.136,0.000824,0.0478,0.0336,0,225587,34,1978,10/10/1978,Takin' It Back
Toto,[6320],0.482,0.714,0.832,173.281,-15.129,0,11,0.029,7.89E-05,0.28,0.0284,0,257773,41,1984,Nov-84,Holyanna
Toto,[6320],0.39,0.343,0.858,74.729,-13.172,1,8,0.996,0.609,0.216,0.101,0,93884,0,1949,1/1/1949,La mazurka di Totò
Toto,[6320],0.5,0.0306,0.109,114.563,-28.157,1,0,0.931,0.000448,0.359,0.0497,0,108853,37,1984,12/1/1984,Prologue
Toto,[6320],0.522,0.186,0.0397,88.652,-18.485,1,1,0.798,0.811,0.149,0.0282,0,160440,35,1984,12/1/1984,Take My ****
Toto,[6320],0.585,0.903,0.767,89.246,-5.363,1,5,0.0885,0.000775,0.411,0.0913,0,286373,34,1978,10/10/1978,You Are the Flower
Toto,[6320],0.666,0.63,0.766,108.425,-13.273,0,6,0.0588,1.94E-05,0.182,0.029,0,223667,39,1984,Nov-84,Endless
Toto,[6320],0.116,0.226,0.0396,92.295,-13.69,1,8,0.538,0.876,0.671,0.0347,0,80827,31,1984,12/1/1984,Main *****
Toto,[6320],0.517,0.492,0.316,155.884,-16.021,1,4,0.0343,0.00106,0.335,0.0413,0,408093,41,1988,3/1/1988,Home of the Brave
Toto,[6320],0.36,0.0202,0.537,84.242,-23.709,1,6,0.995,0.00998,0.123,0.049,0,86465,0,1949,1/1/1949,Core **********
Toto,[6320],0.669,0.673,0.876,104.956,-14.97,0,4,0.00299,0.618,0.019,0.0286,0,249867,41,1988,3/1/1988,Straight for the Heart
Toto,[6320],0.575,0.607,0.722,130.534,-14.308,1,9,0.0193,1.03E-06,0.0303,0.0282,0,249133,40,1988,3/1/1988,Only the Children
Toto,[6320],0.668,0.43,0.772,92.428,-15.021,1,9,0.415,8.90E-06,0.0569,0.0311,0,260840,54,2010,2/26/2010,Africa
Toto,[6320],0.459,0.794,0.662,78.747,-10.513,0,6,0.00121,0.00219,0.12,0.0373,0,294080,31,1981,1981,Goodbye Elenore
Toto,[6320],0.786,0.653,0.948,97.496,-13.21,0,4,0.133,0.00181,0.0518,0.0808,0,305893,42,1996,1996,****** ***** (feat. Cheryl Lynn) - Disco Version
Toto,[6320],0.532,0.49,0.715,82.103,-13.167,0,7,0.0467,0.000244,0.387,0.0307,0,332533,39,2001,8/8/2001,Rosanna
Toto,[6320],0.473,0.898,0.808,96.556,-4.797,0,6,0.00783,0.0618,0.173,0.0561,0,235547,76,1978,10/10/1978,Hold the Line
Toto,[6320],0.671,0.373,0.732,92.717,-18.064,1,9,0.257,7.95E-05,0.0481,0.0323,0,295893,83,1982,4/8/1982,Africa
Toto,[6320],0.384,0.512,0.739,78.442,-13.035,0,7,0.0213,0.000139,0.205,0.0358,0,331200,72,1982,4/8/1982,Rosanna
Toto,[6320],0.516,0.277,0.412,82.168,-17.85,1,10,0.062,0,0.258,0.0256,0,229880,68,1986,Aug-86,I'll Be Over You
Toto,[6320],0.799,0.783,0.918,97.207,-7.703,0,11,0.0519,0.0213,0.127,0.0847,0,247587,60,1978,10/10/1978,****** *****
Toto,[6320],0.539,0.306,0.0637,102.247,-15.067,0,0,0.404,0,0.0608,0.0265,0,293307,58,1982,4/8/1982,I Won't Hold You Back
Toto,[6320],0.659,0.573,0.901,141.747,-12.416,0,11,0.0398,2.57E-05,0.0692,0.031,0,223133,49,1982,4/8/1982,Make Believe
Toto,[6320],0.555,0.649,0.596,101.744,-13.349,1,5,0.234,0.069,0.0554,0.0302,0,269227,63,1988,3/1/1988,Stop Loving You
Toto,[6320],0.482,0.471,0.342,88.557,-13.873,0,10,0.181,0.00167,0.112,0.0334,0,316053,49,1979,10/1/1979,99
Toto,[6320],0.741,0.854,0.769,125.236,-5.793,0,1,0.00378,0.769,0.0579,0.0306,0,224347,48,1978,10/10/1978,I'll Supply the Love
Toto,[6320],0.67,0.297,0.627,140.555,-20.375,1,4,0.481,0.0952,0.111,0.031,0,269707,54,1986,Aug-86,Lea
Toto,[6320],0.584,0.414,0.532,97.56,-16.409,0,9,0.13,0.000616,0.064,0.0289,0,309533,53,1988,3/1/1988,Pamela
Toto,[6320],0.511,0.916,0.715,122.651,-5.745,0,11,0.000532,0.492,0.0801,0.0434,0,373173,41,1978,10/10/1978,**** Goodbye
Toto,[6320],0.505,0.403,0.634,182.199,-14.721,1,5,0.289,0.000683,0.103,0.0321,0,197200,42,1982,4/8/1982,Good for You
Toto,[6320],0.733,0.372,0.78,99.618,-17.274,1,8,0.108,1.45E-06,0.096,0.0368,0,252667,42,1982,4/8/1982,Waiting for Your Love
Toto,[6320],0.676,0.624,0.679,128.31,-13.651,1,4,0.00791,0.000471,0.441,0.0296,0,232000,42,1982,4/8/1982,Afraid of Love
Toto,[6320],0.438,0.641,0.338,142.186,-7.203,1,9,0.00657,0.937,0.136,0.0347,0,165227,42,1978,10/10/1978,Child's Anthem
Toto,[6320],0.599,0.667,0.762,154.915,-16.013,0,2,0.0957,0.479,0.101,0.0329,0,287067,44,1984,Nov-84,Stranger In Town
Toto,[6320],0.371,0.513,0.328,120.276,-9.524,0,0,0.0329,0.00104,0.127,0.0309,0,330173,40,1978,10/10/1978,Angela
Toto,[6320],0.625,0.522,0.745,119.557,-10.345,1,5,0.049,3.14E-05,0.0991,0.035,0,284907,40,1979,10/1/1979,St. George and the Dragon
Toto,[6320],0.748,0.344,0.906,114.61,-19.594,1,11,0.141,0.0284,0.0877,0.0364,0,185293,38,1982,4/8/1982,It's a Feeling
Toto,[6320],0.653,0.506,0.447,98.391,-8.755,1,10,0.146,9.43E-05,0.0845,0.0267,0,366373,53,1995,May-95,I Will Remember
